Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,1,70,0.237194997,0.8631,69.72560976,22.49166512,0.012310887,0.003280917,0.126973494,0.060323199,nan,nan,nan,nan,nan,nan,14.88938544
distributed,0,1,100,0.243641378,0.8542,97.61730769,30.80674529,0.013182425,0.001248701,0.138156811,0.05002391,nan,nan,nan,nan,nan,nan,14.96976583
distributed,0,2,-1,0.223019761,0.874,97.18550725,44.09988662,0.012762199,0.001380299,0.105708015,0.051251268,1.00E-05,0,5.91E-17,2.25E-17,0,0,15.02642245
distributed,0,2,1,0.247718996,0.8446,1,0,0.013316633,0.006096916,0.141453968,0.056119467,nan,nan,nan,nan,nan,nan,15.16751897
distributed,0,2,2,0.235665351,0.8526,1.99009901,0.138648388,0.012889306,0.004133837,0.122850052,0.046379682,nan,nan,nan,nan,nan,nan,15.1390761
distributed,0,2,3,0.230039526,0.8635,2.985130112,0.293223386,0.013076821,0.00371917,0.129613368,0.047867002,nan,nan,nan,nan,nan,nan,15.30898205
distributed,0,2,5,0.227625191,0.8675,4.979057592,0.63224759,0.013801671,0.002946571,0.124917061,0.054020159,nan,nan,nan,nan,nan,nan,14.99905984
distributed,0,2,7,0.225552058,0.8696,6.974137931,1.013746349,0.01300608,0.003085564,0.130706876,0.053186134,nan,nan,nan,nan,nan,nan,14.87423641
distributed,0,2,10,0.224950952,0.8718,9.969594595,1.602705318,0.012961082,0.002002379,0.123927191,0.058885184,nan,nan,nan,nan,nan,nan,15.23636054
distributed,0,2,20,0.223881195,0.8734,19.94878706,4.190876412,0.01316634,0.001818002,0.14214731,0.047428465,nan,nan,nan,nan,nan,nan,15.26096435
distributed,0,2,30,0.223593964,0.875,29.93348624,7.124432905,0.013303025,0.002760721,0.121445984,0.049545968,nan,nan,nan,nan,nan,nan,15.18393151
distributed,0,2,50,0.223084833,0.8737,49.89705882,14.38363267,0.013416103,0.002069834,0.115059661,0.046378522,nan,nan,nan,nan,nan,nan,15.05046216
distributed,0,2,70,0.224034119,0.8757,69.07453416,17.35050432,0.013698746,0.001796838,0.132769035,0.029470869,nan,nan,nan,nan,nan,nan,14.84810523
distributed,0,2,100,0.222942402,0.874,97.90841121,27.91902975,0.011872139,0.003654138,0.106765273,0.049687393,nan,nan,nan,nan,nan,nan,15.10533777
distributed,0,3,-1,0.227277265,0.8661,9.078838174,3.049885341,0.013540853,0.003098167,0.140998286,0.060116076,15.58489533,4.007849938,1.201511571,0.268661325,0.795483588,0.232557569,15.05551268
distributed,0,3,1,0.246710827,0.844,1,0,0.01266945,0.007080658,0.1301871,0.048055762,nan,nan,nan,nan,nan,nan,14.71422467
distributed,0,3,2,0.234469833,0.8556,1.989361702,0.143559807,0.013462325,0.004617211,0.130095206,0.048108526,nan,nan,nan,nan,nan,nan,14.88844567
distributed,0,3,3,0.230350946,0.8606,2.984615385,0.298065387,0.013307353,0.00425562,0.131988175,0.053849553,nan,nan,nan,nan,nan,nan,15.05731406
distributed,0,3,5,0.228343307,0.863,4.977900552,0.648648649,0.013548869,0.002880718,0.138587132,0.049183426,nan,nan,nan,nan,nan,nan,15.20351806
distributed,0,3,7,0.227132595,0.8665,6.973333333,1.028518954,0.012980098,0.002563854,0.136103379,0.046977665,nan,nan,nan,nan,nan,nan,14.84931923
distributed,0,3,10,0.227274123,0.868,9.97,1.147775152,0.013075235,0.002166223,0.118741732,0.057266392,nan,nan,nan,nan,nan,nan,15.01198534
distributed,0,3,20,0.227850937,0.8686,19.94878706,4.190876412,0.012944098,0.001638496,0.136739095,0.040032017,nan,nan,nan,nan,nan,nan,14.95191953
distributed,0,3,30,0.229518677,0.8691,29.69660194,6.037339225,0.013581048,0.001767829,0.134547884,0.044401741,nan,nan,nan,nan,nan,nan,14.933657
distributed,0,3,50,0.231894463,0.8679,49.31545064,11.24899996,0.013046474,0.001589291,0.127901259,0.048698896,nan,nan,nan,nan,nan,nan,14.93014805
distributed,0,3,70,0.234774335,0.8673,69.60040568,22.16944688,0.01391404,0.001893943,0.11366541,0.052228529,nan,nan,nan,nan,nan,nan,14.98832214
distributed,0,3,100,0.242560648,0.8627,99.80239521,36.89512163,0.0136699,0.000565643,0.125455666,0.041315107,nan,nan,nan,nan,nan,nan,15.08898126
distributed,1,0,-1,0.223087762,0.8719,40.17365269,17.57037598,0.013023367,0.001721645,0.137350211,0.051119201,6.524907145,3.936205807,0.489571698,0.11586944,0.158524723,0.149101125,14.93937438
distributed,1,0,1,0.246064632,0.8447,1,0,0.013733444,0.007099278,0.13086113,0.054100825,nan,nan,nan,nan,nan,nan,15.03783566
distributed,1,0,2,0.234768464,0.8559,1.989010989,0.14583052,0.013266689,0.004451694,0.134445131,0.051352763,nan,nan,nan,nan,nan,nan,14.78920112
distributed,1,0,3,0.229480553,0.8624,2.985130112,0.293223386,0.013236324,0.003977802,0.125656062,0.059588464,nan,nan,nan,nan,nan,nan,15.00305306
distributed,1,0,5,0.226568361,0.8667,4.978779841,0.636231102,0.012989294,0.003435427,0.135719205,0.049544689,nan,nan,nan,nan,nan,nan,15.30152086
distributed,1,0,7,0.225061008,0.8689,6.975951904,0.979428106,0.012993768,0.002822485,0.120963061,0.053941868,nan,nan,nan,nan,nan,nan,15.19512831
distributed,1,0,10,0.224239966,0.8713,9.968531469,1.628706852,0.013477314,0.003393562,0.128407641,0.056392968,nan,nan,nan,nan,nan,nan,15.01539288
distributed,1,0,20,0.223132325,0.8729,19.95140665,4.092767231,0.013126389,0.001726048,0.118587814,0.054095897,nan,nan,nan,nan,nan,nan,15.12198284
distributed,1,0,30,0.22312654,0.8737,29.93348624,7.124432905,0.013196183,0.001200528,0.116267757,0.038830757,nan,nan,nan,nan,nan,nan,15.03607062
distributed,1,0,50,0.223300645,0.8721,49.27213823,11.73072888,0.013289357,0.001309724,0.134164816,0.055650775,nan,nan,nan,nan,nan,nan,14.7918609
distributed,1,0,70,0.222829494,0.8731,68.81658537,17.4516072,0.012155404,0.002299361,0.12514521,0.042329977,nan,nan,nan,nan,nan,nan,15.03927441
distributed,1,0,100,0.222630837,0.8739,98.33594515,33.57940424,0.012622977,0.001251804,0.144719843,0.053462079,nan,nan,nan,nan,nan,nan,14.88885365
distributed,1,1,-1,0.228004123,0.8649,8.171247357,2.551064287,0.013535082,0.003085442,0.135347509,0.046022548,15.30938099,2.615513104,1.397583633,0.260691314,0.914854673,0.238826579,15.16017913
distributed,1,1,1,0.24670736,0.8433,1,0,0.01332755,0.006331114,0.133631394,0.05653477,nan,nan,nan,nan,nan,nan,14.98981227
distributed,1,1,2,0.23457009,0.8556,1.989473684,0.142826138,0.01254963,0.00607669,0.133123329,0.056010232,nan,nan,nan,nan,nan,nan,15.17442287
distributed,1,1,3,0.23130682,0.8577,2.983870968,0.304910678,0.013100948,0.003554072,0.139329752,0.054162957,nan,nan,nan,nan,nan,nan,14.96592787
distributed,1,1,5,0.22853229,0.8631,4.973262032,0.506877902,0.012756438,0.002660015,0.134530471,0.054060907,nan,nan,nan,nan,nan,nan,14.99535268
distributed,1,1,7,0.22783004,0.8651,6.973741794,1.021052619,0.013273594,0.003127789,0.130539249,0.054804166,nan,nan,nan,nan,nan,nan,14.80793376
distributed,1,1,10,0.227792339,0.8661,9.96797153,1.642190469,0.01301738,0.002717005,0.126755287,0.057192138,nan,nan,nan,nan,nan,nan,14.84004783
distributed,1,1,20,0.229354869,0.8662,19.85063291,3.349731626,0.012867239,0.001724134,0.125563991,0.052935164,nan,nan,nan,nan,nan,nan,15.16358314
distributed,1,1,30,0.230902801,0.8678,29.78359909,6.432714256,0.013079202,0.001250692,0.111282248,0.052410909,nan,nan,nan,nan,nan,nan,15.02842643
